study	Ziganshina_2020	Qian_2023	Hao_2022	Kawar_2021	Zheng_2024	Li_2025	Tang_2023
Ziganshina_2020	0.9999999999999999	0.17119861928075797	0.3124201166990831	0.09530261969286359	-0.1645495407465312	0.14936284372904088	-0.06690747429841623
Qian_2023	0.17119861928075797	1	-0.21225609833204764	-0.08432700993676603	-0.08273898059132959	0.0699123781315562	-0.08205128205128204
Hao_2022	0.3124201166990831	-0.21225609833204764	0.9999999999999999	0.17419791442369806	-0.07736750018225559	0.31899473991817656	-0.022624434389140267
Kawar_2021	0.09530261969286359	-0.08432700993676603	0.17419791442369806	1	-0.11607858861267038	0.20580928023383271	-0.26527682843472317
Zheng_2024	-0.1645495407465312	-0.08273898059132959	-0.07736750018225559	-0.11607858861267038	1	-0.07774898185857089	-0.08710432877540228
Li_2025	0.14936284372904088	0.0699123781315562	0.31899473991817656	0.20580928023383271	-0.07774898185857089	0.9999999999999998	-0.15764865114276047
Tang_2023	-0.06690747429841623	-0.08205128205128204	-0.022624434389140267	-0.26527682843472317	-0.08710432877540228	-0.15764865114276047	1
