feature	metadata	value	coef	stderr	N	N.not.0	pval	qval	study	disease
g__Veillonella	group	GERD	0.279882911622618	0.352354424884521	26	26	0.434792507452324	0.938732399765978	Ziganshina_2020	GERD
Unclassified_f__Veillonellaceae	group	GERD	-0.100770326376253	0.193158544080636	26	4	0.606662578482474	0.938732399765978	Ziganshina_2020	GERD
Unclassified_NA.3	group	GERD	-1.18599216386142	0.930839153147832	26	19	0.214824277947713	0.938732399765978	Ziganshina_2020	GERD
g__Absconditabacteriales_.SR1.	group	GERD	-0.670650596205688	1.25885540818412	26	22	0.599107826267868	0.938732399765978	Ziganshina_2020	GERD
g__Streptococcus	group	GERD	-0.248733430992522	0.342192730825903	26	26	0.474329721156519	0.938732399765978	Ziganshina_2020	GERD
g__Eggerthia	group	GERD	-0.098012904568824	0.142367538530136	26	3	0.497770910538713	0.938732399765978	Ziganshina_2020	GERD
g__Erysipelotrichaceae_UCG.006	group	GERD	0.429505715014029	0.655386144092783	26	9	0.518476994230836	0.938732399765978	Ziganshina_2020	GERD
g__Bulleidia	group	GERD	0.199187613296663	0.498988526734462	26	6	0.69328847279168	0.938732399765978	Ziganshina_2020	GERD
g__Solobacterium	group	GERD	0.582657254109587	0.479481517460837	26	26	0.236116483307997	0.938732399765978	Ziganshina_2020	GERD
g__Defluviitaleaceae_UCG.011	group	GERD	-0.180880732810987	0.543663944519966	26	8	0.742244285292375	0.938732399765978	Ziganshina_2020	GERD
g__Clostridia_UCG.014	group	GERD	0.247510132503218	0.417904429338723	26	26	0.559212311002426	0.938732399765978	Ziganshina_2020	GERD
g__Oribacterium	group	GERD	0.317492598092765	0.428448097399598	26	26	0.465864943729989	0.938732399765978	Ziganshina_2020	GERD
g__uncultured.1	group	GERD	-0.37856823341913	0.397073241111425	26	4	0.349893673201605	0.938732399765978	Ziganshina_2020	GERD
g__Streptobacillus	group	GERD	-0.316097952810713	0.655850740249226	26	7	0.634196033755563	0.938732399765978	Ziganshina_2020	GERD
g__Lachnoanaerobaculum	group	GERD	0.253235595927312	0.422717327287191	26	26	0.554742108739596	0.938732399765978	Ziganshina_2020	GERD
g__Johnsonella	group	GERD	0.225679830269069	0.659144177612067	26	8	0.735042981340948	0.938732399765978	Ziganshina_2020	GERD
Unclassified_f__Lachnospiraceae	group	GERD	1.28179363552831	0.981609774852026	26	18	0.20399658102318	0.938732399765978	Ziganshina_2020	GERD
Unclassified_f__Peptostreptococcaceae	group	GERD	0.36624833748208	0.578189348678394	26	10	0.532436867397983	0.938732399765978	Ziganshina_2020	GERD
g__.Eubacterium._brachy_group	group	GERD	-0.246019598760847	0.636222345842086	26	11	0.702394471227511	0.938732399765978	Ziganshina_2020	GERD
g__uncultured.3	group	GERD	-0.109506996083055	0.349488819519844	26	6	0.756733261035839	0.938732399765978	Ziganshina_2020	GERD
g__.Eubacterium._nodatum_group	group	GERD	-0.34771488249102	0.569965401601801	26	25	0.547553521775322	0.938732399765978	Ziganshina_2020	GERD
g__Mogibacterium	group	GERD	-0.84891809609754	0.679595201122882	26	25	0.223655806319007	0.938732399765978	Ziganshina_2020	GERD
g__.Eubacterium._saphenum_group	group	GERD	-0.560725432003129	0.803202448754735	26	6	0.491816239818962	0.938732399765978	Ziganshina_2020	GERD
g__Comamonas	group	GERD	0.173424272266774	0.17208322380589	26	4	0.323607128435443	0.938732399765978	Ziganshina_2020	GERD
g__Eikenella	group	GERD	0.302395648658854	0.826300329238467	26	15	0.717598527874648	0.938732399765978	Ziganshina_2020	GERD
Unclassified_f__Neisseriaceae	group	GERD	-0.33285287655514	1.04788022763236	26	15	0.753502155703702	0.938732399765978	Ziganshina_2020	GERD
g__Simonsiella	group	GERD	-0.259813857400162	0.48919399710774	26	3	0.600226560213916	0.938732399765978	Ziganshina_2020	GERD
g__Alysiella	group	GERD	-0.215463016601211	0.32589671887627	26	3	0.514820479357977	0.938732399765978	Ziganshina_2020	GERD
g__Kingella	group	GERD	0.467390774613488	0.726562951987281	26	16	0.526135285270283	0.938732399765978	Ziganshina_2020	GERD
g__Neisseria	group	GERD	-0.813017327472551	0.846418689208857	26	26	0.346362519635037	0.938732399765978	Ziganshina_2020	GERD
g__Ralstonia	group	GERD	-0.208071843037299	0.196882526339653	26	3	0.301110448549011	0.938732399765978	Ziganshina_2020	GERD
g__Lautropia	group	GERD	0.279699217676674	0.701369066924799	26	21	0.693573742934362	0.938732399765978	Ziganshina_2020	GERD
g__Actinobacillus	group	GERD	0.371423279608677	0.89055372098034	26	11	0.680334270730541	0.938732399765978	Ziganshina_2020	GERD
g__Haemophilus	group	GERD	-0.274015453557965	0.42510690882753	26	26	0.525313031014556	0.938732399765978	Ziganshina_2020	GERD
g__Aggregatibacter	group	GERD	0.424794106560297	0.839523708614821	26	21	0.617477105605175	0.938732399765978	Ziganshina_2020	GERD
g__Cardiobacterium	group	GERD	-0.887102683077326	0.714504336746172	26	23	0.226395185524556	0.938732399765978	Ziganshina_2020	GERD
g__uncultured.6	group	GERD	-0.227707015080944	0.208561956085595	26	3	0.285762426427243	0.938732399765978	Ziganshina_2020	GERD
g__Peptococcus	group	GERD	0.248087756260727	0.609338579839505	26	11	0.687511703386627	0.938732399765978	Ziganshina_2020	GERD
g__Campylobacter	group	GERD	-0.168057975563362	0.47808518435860903	26	26	0.72826343677427	0.938732399765978	Ziganshina_2020	GERD
g__Fusobacterium	group	GERD	-0.340740821587477	0.485306651597355	26	26	0.489361708480578	0.938732399765978	Ziganshina_2020	GERD
g__Lentimicrobium	group	GERD	-0.623462358401065	0.933820227586899	26	14	0.510728493632648	0.938732399765978	Ziganshina_2020	GERD
g__F0058	group	GERD	0.656752540560719	0.752817948808118	26	19	0.3916389579846	0.938732399765978	Ziganshina_2020	GERD
g__Tannerella	group	GERD	0.199986568997561	0.620727491881993	26	21	0.750105284020614	0.938732399765978	Ziganshina_2020	GERD
g__Phocaeicola	group	GERD	-0.191421439730169	0.209017349390515	26	3	0.368874270173007	0.938732399765978	Ziganshina_2020	GERD
g__Prevotella	group	GERD	0.168219181568806	0.290545489825334	26	26	0.567999389271581	0.938732399765978	Ziganshina_2020	GERD
g__Filifactor	group	GERD	0.288804281313215	0.981475231005732	26	15	0.771092843272392	0.94458873300868	Ziganshina_2020	GERD
g__Cryptobacterium	group	GERD	0.11538121913994	0.42129005722331	26	5	0.786523290378369	0.951271225979133	Ziganshina_2020	GERD
g__Granulicatella	group	GERD	0.0893569132381789	0.341749482173986	26	26	0.795961638064172	0.951271225979133	Ziganshina_2020	GERD
g__Gracilibacteria	group	GERD	-0.162461158595892	0.879030255943252	26	9	0.854924213980513	0.952074692841934	Ziganshina_2020	GERD
g__Dialister	group	GERD	-0.135692290377732	0.689895706526945	26	25	0.845729946067728	0.952074692841934	Ziganshina_2020	GERD
g__Anaeroglobus	group	GERD	-0.0775756711402216	0.366546625756047	26	5	0.834175398569678	0.952074692841934	Ziganshina_2020	GERD
g__Mycoplasma	group	GERD	0.132950245718556	0.599884842199792	26	11	0.826479754878755	0.952074692841934	Ziganshina_2020	GERD
g__Catonella	group	GERD	-0.0857721046260168	0.451799368951301	26	26	0.851026691034027	0.952074692841934	Ziganshina_2020	GERD
g__Clostridia_vadinBB60_group	group	GERD	0.0613266144454793	0.26317929651059	26	3	0.817720087682578	0.952074692841934	Ziganshina_2020	GERD
Unclassified_NA	group	GERD	0.0304573096641897	0.648093548800562	26	9	0.962905901892002	0.992561992048827	Ziganshina_2020	GERD
g__Rothia	group	GERD	0.016712119895532	0.462730882003177	26	26	0.971488360781474	0.992561992048827	Ziganshina_2020	GERD
g__Abiotrophia	group	GERD	0.0524985796700458	0.737341218432374	26	18	0.943828704337747	0.992561992048827	Ziganshina_2020	GERD
g__Lactobacillus	group	GERD	-0.0305986941877594	0.6296841993936	26	5	0.961645214614314	0.992561992048827	Ziganshina_2020	GERD
g__RF39	group	GERD	-0.0644198464405662	0.683792875285988	26	12	0.925724792598007	0.992561992048827	Ziganshina_2020	GERD
g__Fretibacterium	group	GERD	0.0266971699889639	0.761023983326322	26	15	0.972305624864157	0.992561992048827	Ziganshina_2020	GERD
g__Rikenellaceae_RC9_gut_group	group	GERD	0.0486231854088265	0.910036607755632	26	10	0.957831629654863	0.992561992048827	Ziganshina_2020	GERD
g__Alloprevotella	group	GERD	0.0621995777289023	0.702664157483313	26	25	0.930198190595209	0.992561992048827	Ziganshina_2020	GERD
g__Shuttleworthia	group	GERD	-0.0140521353127519	0.684688662942831	26	11	0.983795527589777	0.993937749523693	Ziganshina_2020	GERD
g__Parvimonas	group	GERD	-2.7558765193039e-4	1.02727536312261	26	22	0.99978816859665	0.99978816859665	Ziganshina_2020	GERD
g__Rothia	group	GERD	-1.29661097005223	0.364666946335918	60	60	7.5844693271473e-4	0.133486660157793	Qian_2023	GERD
g__Absconditabacteriales_.SR1.	group	GERD	1.68764353648458	0.671539427102231	60	56	0.0147685293733214	0.642930357394957	Qian_2023	GERD
g__Streptococcus	group	GERD	-0.531256900564495	0.237608090444925	60	60	0.0292241071543162	0.642930357394957	Qian_2023	GERD
g__Catonella	group	GERD	0.590345986998783	0.256007756005407	60	60	0.0247066158992186	0.642930357394957	Qian_2023	GERD
g__Pseudopropionibacterium	group	GERD	-0.538606835285098	0.197592835848865	60	9	0.00846677964579723	0.642930357394957	Qian_2023	GERD
g__Campylobacter	group	GERD	1.05965597560036	0.45940543594091	60	59	0.0246700733004861	0.642930357394957	Qian_2023	GERD
g__Prevotella	group	GERD	0.436596854862642	0.193542043574122	60	60	0.0278683991278135	0.642930357394957	Qian_2023	GERD
g__uncultured.28	group	GERD	1.3098119604046	0.572297413021675	60	26	0.0257581187051693	0.642930357394957	Qian_2023	GERD
g__Scardovia	group	GERD	-0.432753130722432	0.206969430407678	60	10	0.0409281191055993	0.800372106953941	Qian_2023	GERD
g__JGI_0000069.P22	group	GERD	0.0925613466291186	0.227350421257742	60	9	0.685410641801271	0.968936839785773	Qian_2023	GERD
g__Chloroplast	group	GERD	0.309767351028741	0.178405488449894	60	7	0.0878183788124511	0.968936839785773	Qian_2023	GERD
g__Mycoplasma	group	GERD	-0.362290710240476	0.443829530129836	60	49	0.417678035331806	0.968936839785773	Qian_2023	GERD
g__Pyramidobacter	group	GERD	-0.200009031425073	0.246816458481273	60	14	0.421048556255859	0.968936839785773	Qian_2023	GERD
g__uncultured.1	group	GERD	0.219293694564274	0.225083937035659	60	7	0.333965918487062	0.968936839785773	Qian_2023	GERD
g__Anaeroglobus	group	GERD	0.116346265167079	0.392415614988848	60	49	0.767917033829594	0.968936839785773	Qian_2023	GERD
g__Megasphaera	group	GERD	0.400897210229026	0.413866447399281	60	59	0.33673536909683	0.968936839785773	Qian_2023	GERD
g__Dialister	group	GERD	0.618810921316706	0.38756818289093	60	60	0.115778353938146	0.968936839785773	Qian_2023	GERD
Unclassified_f__Veillonellaceae	group	GERD	0.0681632605370997	0.261886481129941	60	8	0.795571236609303	0.968936839785773	Qian_2023	GERD
g__Veillonella	group	GERD	0.112668752212276	0.407517901231668	60	60	0.783165657087735	0.968936839785773	Qian_2023	GERD
g__Anaerovibrio	group	GERD	0.198078804161653	0.247067892843124	60	9	0.425988561147239	0.968936839785773	Qian_2023	GERD
g__uncultured.3	group	GERD	0.535167597686273	0.701620099429067	60	36	0.448697853842983	0.968936839785773	Qian_2023	GERD
g__Selenomonas	group	GERD	0.499206152229266	0.400634547617991	60	60	0.217759851754246	0.968936839785773	Qian_2023	GERD
Unclassified_f__Selenomonadaceae	group	GERD	0.274668806545601	0.446553511122504	60	57	0.540903818693242	0.968936839785773	Qian_2023	GERD
g__Centipeda	group	GERD	0.591904364144418	0.530655858067963	60	37	0.269270607312918	0.968936839785773	Qian_2023	GERD
g__Peptococcus	group	GERD	-0.250777526046441	0.298314342179675	60	58	0.40399717599159	0.968936839785773	Qian_2023	GERD
g__Acholeplasma	group	GERD	0.28474699237968	0.506676114884054	60	22	0.576288197243312	0.968936839785773	Qian_2023	GERD
g__Izemoplasmatales	group	GERD	-0.198070625163897	0.288282355471957	60	20	0.494775756160581	0.968936839785773	Qian_2023	GERD
g__RF39	group	GERD	0.658121139572271	0.494480266990378	60	38	0.188418869362936	0.968936839785773	Qian_2023	GERD
g__Eggerthia	group	GERD	-0.297486914079494	0.208224425613001	60	11	0.158458586054737	0.968936839785773	Qian_2023	GERD
g__uncultured.4	group	GERD	-0.264246212423607	0.351066075403522	60	10	0.454676530753017	0.968936839785773	Qian_2023	GERD
g__Bulleidia	group	GERD	-0.378623338052887	0.221746188452862	60	9	0.0930844114347863	0.968936839785773	Qian_2023	GERD
g__Lactobacillus	group	GERD	-0.167156914778159	0.574273922309437	60	57	0.772032172827128	0.968936839785773	Qian_2023	GERD
Unclassified_NA	group	GERD	-0.314052987214829	0.353283663861423	60	58	0.377699835667986	0.968936839785773	Qian_2023	GERD
g__Enterococcus	group	GERD	0.819934494686667	0.704093371280822	60	18	0.248978867897241	0.968936839785773	Qian_2023	GERD
g__Granulicatella	group	GERD	-0.300896002661884	0.304009108191992	60	60	0.326402769641657	0.968936839785773	Qian_2023	GERD
g__Gemella	group	GERD	-0.323266370959811	0.288280813809283	60	60	0.266756277585538	0.968936839785773	Qian_2023	GERD
g__Turicibacter	group	GERD	0.109324694566546	0.337677152015216	60	8	0.747288026615097	0.968936839785773	Qian_2023	GERD
g__Abiotrophia	group	GERD	-0.541999514009013	0.330213506659588	60	57	0.10613472373834	0.968936839785773	Qian_2023	GERD
g__Pseudoramibacter	group	GERD	-0.0536722888635129	0.197530799101268	60	7	0.786805210846417	0.968936839785773	Qian_2023	GERD
g__uncultured.7	group	GERD	0.157829388406598	0.470086398747507	60	26	0.738274316237015	0.968936839785773	Qian_2023	GERD
g__Romboutsia	group	GERD	-0.251944698819993	0.409966096848583	60	12	0.541255320815122	0.968936839785773	Qian_2023	GERD
g__Peptostreptococcus	group	GERD	-0.506683839073333	0.365839929477863	60	60	0.17136054021075	0.968936839785773	Qian_2023	GERD
g__Amnipila	group	GERD	0.165507083833381	0.420624682717532	60	48	0.695408292681484	0.968936839785773	Qian_2023	GERD
g__.Eubacterium._brachy_group	group	GERD	-0.288856970429622	0.376305949336566	60	24	0.445831535823021	0.968936839785773	Qian_2023	GERD
g__Family_XIII_UCG.001	group	GERD	0.126792094020733	0.395212668635937	60	38	0.749499990857634	0.968936839785773	Qian_2023	GERD
g__Family_XIII_AD3011_group	group	GERD	0.174152579467913	0.237960560264486	60	8	0.467204121535727	0.968936839785773	Qian_2023	GERD
g__.Eubacterium._saphenum_group	group	GERD	-0.76160101184098306	0.531558700874327	60	38	0.157291966282224	0.968936839785773	Qian_2023	GERD
g__Mogibacterium	group	GERD	-0.140731758888602	0.366541703314067	60	31	0.702423370488203	0.968936839785773	Qian_2023	GERD
g__.Eubacterium._nodatum_group	group	GERD	-0.279743794141012	0.29869312236138	60	60	0.352868802713626	0.968936839785773	Qian_2023	GERD
g__uncultured.8	group	GERD	-0.238268117469449	0.427603085013266	60	26	0.57952264108015	0.968936839785773	Qian_2023	GERD
g__Filifactor	group	GERD	-0.303588347765789	0.341629210225488	60	60	0.377862669893615	0.968936839785773	Qian_2023	GERD
g__Peptoanaerobacter	group	GERD	0.294506123652122	0.212372394572089	60	13	0.170826907158819	0.968936839785773	Qian_2023	GERD
g__.Eubacterium._yurii_group	group	GERD	0.276625103379993	0.428937032266477	60	42	0.521529366199408	0.968936839785773	Qian_2023	GERD
Unclassified_f__Peptostreptococcaceae	group	GERD	0.524721501351302	0.53328137499203	60	42	0.329227616940701	0.968936839785773	Qian_2023	GERD
g__Clostridium_sensu_stricto_1	group	GERD	0.212816772898173	0.290705376002274	60	9	0.467073591900306	0.968936839785773	Qian_2023	GERD
g__Candidatus_Arthromitus	group	GERD	-0.309561181641381	0.337658627754046	60	13	0.363050483317817	0.968936839785773	Qian_2023	GERD
g__Monoglobus	group	GERD	0.368509155885268	0.336733219840842	60	10	0.278318854629501	0.968936839785773	Qian_2023	GERD
g__Saccharofermentans	group	GERD	-0.456411072117595	0.254171513322487	60	7	0.0777548126694337	0.968936839785773	Qian_2023	GERD
g__Defluviitaleaceae_UCG.011	group	GERD	-0.120390946889283	0.337695724309362	60	56	0.722754465942292	0.968936839785773	Qian_2023	GERD
g__Lachnoanaerobaculum	group	GERD	0.159846634741139	0.22569536345476	60	60	0.481632559151643	0.968936839785773	Qian_2023	GERD
g__Stomatobaculum	group	GERD	0.143347945945121	0.292795062445794	60	60	0.626274524311495	0.968936839785773	Qian_2023	GERD
g__Lachnospiraceae_NK3A20_group	group	GERD	0.505178983205214	0.428734971056879	60	15	0.243488305605547	0.968936839785773	Qian_2023	GERD
g__Blautia	group	GERD	0.351605590159819	0.586082303477854	60	12	0.550892784435252	0.968936839785773	Qian_2023	GERD
g__Lachnoclostridium	group	GERD	0.460883606451147	0.498862752682998	60	17	0.35938249514208	0.968936839785773	Qian_2023	GERD
g__Lachnospiraceae_NK4A136_group	group	GERD	-0.196469443333716	0.663148084588208	60	14	0.768083817217598	0.968936839785773	Qian_2023	GERD
g__.Eubacterium._xylanophilum_group	group	GERD	0.101868788697974	0.216440531120722	60	10	0.639652468630767	0.968936839785773	Qian_2023	GERD
g__Lachnospiraceae_UCG.001	group	GERD	-0.0637450038851808	0.212090652705053	60	7	0.764828223357014	0.968936839785773	Qian_2023	GERD
g__.Ruminococcus._torques_group	group	GERD	0.378984221578973	0.301914258959816	60	8	0.214414416890429	0.968936839785773	Qian_2023	GERD
g__Shuttleworthia	group	GERD	-0.71107777273466	0.403002822068485	60	18	0.0829218738980273	0.968936839785773	Qian_2023	GERD
g__Roseburia	group	GERD	0.553210006215041	0.58660292658137	60	38	0.349554895489936	0.968936839785773	Qian_2023	GERD
g__.Ruminococcus._gnavus_group	group	GERD	0.509795258706708	0.448397888554653	60	10	0.260244622689066	0.968936839785773	Qian_2023	GERD
g__Oribacterium	group	GERD	0.389129220937281	0.294507516662353	60	60	0.191594205215839	0.968936839785773	Qian_2023	GERD
g__Butyrivibrio	group	GERD	0.801418619667072	0.535711575473235	60	47	0.140078444167886	0.968936839785773	Qian_2023	GERD
Unclassified_f__Lachnospiraceae	group	GERD	0.256487988429834	0.656151486018032	60	33	0.69730520799923	0.968936839785773	Qian_2023	GERD
g__uncultured.10	group	GERD	-0.433864598990132	0.735942058609484	60	42	0.55779112409855	0.968936839785773	Qian_2023	GERD
g__Johnsonella	group	GERD	0.211109728071625	0.491076264070144	60	50	0.668867259333761	0.968936839785773	Qian_2023	GERD
g__Lachnospiraceae_ND3007_group	group	GERD	0.121996261789301	0.307314622606926	60	7	0.692842823712019	0.968936839785773	Qian_2023	GERD
g__uncultured.11	group	GERD	0.272973575824773	0.525078840068263	60	15	0.605131672158098	0.968936839785773	Qian_2023	GERD
g__Colidextribacter	group	GERD	-0.179192538960147	0.307311657035526	60	13	0.562088384787915	0.968936839785773	Qian_2023	GERD
g__Oscillibacter	group	GERD	0.0713448711132443	0.210985245629312	60	11	0.736470382957278	0.968936839785773	Qian_2023	GERD
g__UCG.002	group	GERD	0.550739059474615	0.384999740700712	60	9	0.157941462306496	0.968936839785773	Qian_2023	GERD
g__UCG.005	group	GERD	0.497516089048594	0.441592416552608	60	14	0.264534178244193	0.968936839785773	Qian_2023	GERD
g__.Eubacterium._coprostanoligenes_group	group	GERD	-0.287119627512415	0.495763450724716	60	28	0.564732995648741	0.968936839785773	Qian_2023	GERD
g__uncultured.12	group	GERD	0.201258112188531	0.39965981813371	60	16	0.616468406514925	0.968936839785773	Qian_2023	GERD
g__Anaerotruncus	group	GERD	-0.226212998586048	0.202024045020398	60	7	0.267443125108108	0.968936839785773	Qian_2023	GERD
g__Clostridia_vadinBB60_group	group	GERD	0.281749036447916	0.395781302650509	60	50	0.479392424729213	0.968936839785773	Qian_2023	GERD
g__Brevundimonas	group	GERD	0.55166525938478606	0.423253915364552	60	14	0.197591671175688	0.968936839785773	Qian_2023	GERD
g__Methylobacterium.Methylorubrum	group	GERD	0.0672102611941642	0.12332706621498	60	7	0.587859731164124	0.968936839785773	Qian_2023	GERD
g__Devosia	group	GERD	0.509519373923945	0.273763507440162	60	8	0.0677913215727222	0.968936839785773	Qian_2023	GERD
g__Cardiobacterium	group	GERD	0.367554102739623	0.41099263027967	60	52	0.374853172486476	0.968936839785773	Qian_2023	GERD
g__Gilliamella	group	GERD	0.196906058938974	0.430102210699963	60	11	0.648797870166528	0.968936839785773	Qian_2023	GERD
Unclassified_f__Enterobacteriaceae	group	GERD	-0.982019496904446	0.587977282027181	60	30	0.100275336885389	0.968936839785773	Qian_2023	GERD
g__Klebsiella	group	GERD	0.241520443730264	0.41640360800282	60	8	0.564150868462859	0.968936839785773	Qian_2023	GERD
g__Escherichia.Shigella	group	GERD	0.702765129534816	0.743425900644177	60	24	0.348424142474293	0.968936839785773	Qian_2023	GERD
g__Serratia	group	GERD	-0.22479043424995	0.394776289599862	60	23	0.571275221097844	0.968936839785773	Qian_2023	GERD
g__Aggregatibacter	group	GERD	0.427983011155505	0.528298254938235	60	58	0.421184817218741	0.968936839785773	Qian_2023	GERD
Unclassified_f__Pasteurellaceae	group	GERD	0.327032430647918	0.248280082363006	60	10	0.192954653961968	0.968936839785773	Qian_2023	GERD
g__Actinobacillus	group	GERD	0.654942173446945	0.925104081794983	60	42	0.481801876339726	0.968936839785773	Qian_2023	GERD
g__Kingella	group	GERD	-0.302439417080649	0.560185227083853	60	26	0.591338609295984	0.968936839785773	Qian_2023	GERD
g__Eikenella	group	GERD	-0.409362658746198	0.70996972695469	60	44	0.566446394522171	0.968936839785773	Qian_2023	GERD
Unclassified_f__Neisseriaceae	group	GERD	0.100818459748348	0.403333476072293	60	51	0.803499179511356	0.968936839785773	Qian_2023	GERD
g__Alysiella	group	GERD	0.161063341192688	0.379919674321189	60	14	0.673177415018229	0.968936839785773	Qian_2023	GERD
g__Limnobacter	group	GERD	0.280596783317696	0.271055290581695	60	7	0.304871920218527	0.968936839785773	Qian_2023	GERD
g__Parasutterella	group	GERD	-0.433152868947084	0.490841983688026	60	15	0.381166090863725	0.968936839785773	Qian_2023	GERD
g__Lautropia	group	GERD	0.175550790367107	0.382078525029981	60	60	0.647619548519361	0.968936839785773	Qian_2023	GERD
Unclassified_f__Comamonadaceae	group	GERD	0.206972146144457	0.575621414603505	60	21	0.720479847281538	0.968936839785773	Qian_2023	GERD
g__Massilia	group	GERD	0.0881473202885355	0.310759223097417	60	10	0.777687551712887	0.968936839785773	Qian_2023	GERD
g__Pseudomonas	group	GERD	-0.250144189637892	0.475202731793485	60	12	0.600621307246811	0.968936839785773	Qian_2023	GERD
g__Acinetobacter	group	GERD	-0.648698277664799	0.534805675507908	60	25	0.230061996877835	0.968936839785773	Qian_2023	GERD
g__Moraxella	group	GERD	0.78398604258625	0.527353959544048	60	16	0.142525842156033	0.968936839785773	Qian_2023	GERD
g__Stenotrophomonas	group	GERD	-0.0776938258146196	0.293351287019583	60	7	0.792064683246891	0.968936839785773	Qian_2023	GERD
g__Desulfovibrio	group	GERD	0.0813531395137595	0.325931611868461	60	17	0.803777151185926	0.968936839785773	Qian_2023	GERD
