disease	feature	k	estimate	se	p	I2	padj
IBS-D	P381-PWY	2	0.5949858708818732	0.8676138923464475	0.4928564909288586	80.92098654438574	0.8581216763219416
IBS-D	PWY-2942	2	0.03523856009122771	0.053649749482462435	0.5112926875447636	67.01728788331371	0.8581216763219416
IBS-D	PWY-5189	2	0.0589388212004111	0.08392292571224935	0.482493947127259	68.50418290199546	0.8581216763219416
IBS-D	PWY-5507	2	0.7492411061622258	1.1508626527397399	0.515029929540493	89.76804576164147	0.8581216763219416
IBS-D	PWY-5676	2	-0.19056786781811735	0.2908249726667889	0.5122961724893275	21.11352772656624	0.8581216763219416
IBS-D	PWY-5838	2	0.13175439953171483	0.19949857430067297	0.5089793531022697	86.09735865107623	0.8581216763219416
IBS-D	PWY-5840	2	0.12326555244261389	0.21328524318094716	0.5633062776658606	87.02731240255466	0.8581216763219416
IBS-D	PWY-5855	2	-0.32700723084964034	0.5595742685014727	0.5589608091082474	78.21484108769414	0.8581216763219416
IBS-D	PWY-5856	2	-0.32700723084964034	0.5595742685014727	0.5589608091082474	78.21484108769414	0.8581216763219416
IBS-D	PWY-5857	2	-0.32700723084964034	0.5595742685014727	0.5589608091082474	78.21484108769414	0.8581216763219416
IBS-D	PWY-5897	2	0.12617835060273846	0.2087141312650607	0.5454773287680595	85.94589213088318	0.8581216763219416
IBS-D	PWY-5898	2	0.12617835060273846	0.2087141312650607	0.5454773287680595	85.94589213088318	0.8581216763219416
IBS-D	PWY-5899	2	0.12617835060273846	0.2087141312650607	0.5454773287680595	85.94589213088318	0.8581216763219416
IBS-D	PWY-6588	2	-0.13854196117287101	0.2317074945050751	0.5498949958637855	8.855152585738496	0.8581216763219416
IBS-D	PWY-6609	2	-0.04323038896272262	0.059825248776871426	0.46991884537844736	0	0.8581216763219416
IBS-D	PWY-6708	2	-0.32700723084964034	0.5595742685014727	0.5589608091082474	78.21484108769414	0.8581216763219416
IBS-D	PWY-6892	2	-0.16403561828886576	0.2878767555809064	0.5688052429098391	80.05205681448261	0.8581216763219416
IBS-D	PWY-7184	2	-0.029971711708253752	0.043097522345328064	0.4867800252161036	34.45726812518439	0.8581216763219416
IBS-D	PWY-7187	2	-0.021272200888678615	0.037463336486140544	0.570161382254176	70.85855344845085	0.8581216763219416
IBS-D	PWY-7198	2	-0.27843579878473335	0.4105527395402969	0.4976465435373939	14.546161500175868	0.8581216763219416
IBS-D	PWY-7210	2	-0.2767485831202387	0.4086597505059939	0.49827254772151763	14.14935559059915	0.8581216763219416
IBS-D	PWY-7221	2	0.024387976504742406	0.03564696007478157	0.4938785249521384	51.732263345431406	0.8581216763219416
IBS-D	PWY-7228	2	-0.016908430413855945	0.027296055604768627	0.5356226347673698	0	0.8581216763219416
IBS-D	PWY-7376	2	0.5932556545218436	0.8682007152242599	0.4944070298747091	80.77387776365184	0.8581216763219416
IBS-D	PWY-841	2	0.011902123734695721	0.017486697423943095	0.49610010644197655	0	0.8581216763219416
IBS-D	PWY0-1061	2	-0.24611840155440023	0.3997808504155867	0.5381365725784885	90.76934968482622	0.8581216763219416
IBS-D	REDCITCYC	2	-0.48637035789332606	0.6964204975502136	0.4849358003242156	85.89748206440903	0.8581216763219416
IBS-D	TCA-GLYOX-BYPASS	2	-0.7516867901343196	1.280858978260157	0.5572967449587948	81.17567299421006	0.8581216763219416
IBS-D	UBISYN-PWY	2	-0.31957689293472835	0.5558512260663254	0.5653370000198084	78.12555763337538	0.8581216763219416
IBS-D	PWY-7090	2	-0.47112138532637793	0.8485669819688157	0.5787602893069459	66.75729442247086	0.8623528310673494
IBS-D	PWY-7377	2	0.18205255695660016	0.3265863046546073	0.5772262415904951	80.71426164153506	0.8623528310673494
IBS-D	NAD-BIOSYNTHESIS-II	2	-0.07803284938180313	0.1434512632662227	0.5864637209572185	0	0.8624370720486955
IBS-D	P163-PWY	2	-0.23769163314072173	0.4358776823611085	0.585535319930909	51.161360820408426	0.8624370720486955
IBS-D	PWY-5861	2	0.12284094267832169	0.22915208977631032	0.5919120369196911	85.01350648519598	0.8624370720486955
IBS-D	PWY-6143	2	-0.9438896237785138	1.7424961588455559	0.5880333136799416	95.41160985748344	0.8624370720486955
IBS-D	PWY-6572	2	0.5687560324543516	1.0649297221176428	0.5932872475502771	83.00088854643427	0.8624370720486955
IBS-D	P23-PWY	2	-0.04959988762714206	0.09441428702479075	0.5993447493929651	0	0.86264027354627
IBS-D	PWY-5667	2	-0.03468924090599806	0.06706928921685841	0.6050060978898335	87.80436750020799	0.86264027354627
IBS-D	PWY-7031	2	-0.9665515338739379	1.8504688749322042	0.6014420420819668	94.45844965630877	0.86264027354627
IBS-D	PWY0-1319	2	-0.03468924090599804	0.06706928921685842	0.6050060978898337	87.80436750020802	0.86264027354627
IBS-D	P162-PWY	2	-0.1381784020404216	0.27236919388945363	0.6119301464975908	30.933663615565624	0.8642425765700571
IBS-D	PWY-5104	2	0.08721921803320794	0.171885275810909	0.6118552932654824	83.03304808699588	0.8642425765700571
IBS-D	GLYOXYLATE-BYPASS	2	-0.7253681155905978	1.4477333134752715	0.6163450058723181	82.47868101431456	0.864569460397316
IBS-D	P105-PWY	2	-0.5975260665676252	1.198076441560059	0.6179640773980816	85.51656880781458	0.864569460397316
IBS-D	PWY0-166	2	-0.014951814587872776	0.030769093458061544	0.6270124419757823	55.65055208414287	0.8731294752746875
IBS-D	ANAEROFRUCAT-PWY	2	-0.014224525062963591	0.0349014822855887	0.6835951170813696	55.108894258909146	0.8738787319969065
IBS-D	BIOTIN-BIOSYNTHESIS-PWY	2	-0.20367367773909206	0.46144970899138155	0.6589394792143889	88.2081412485089	0.8738787319969065
IBS-D	COBALSYN-PWY	2	0.1157484996659126	0.2977219175614548	0.6974384681216362	80.04746076491072	0.8738787319969065
IBS-D	COMPLETE-ARO-PWY	2	0.011237526732317184	0.029071529062262864	0.6990912348029299	71.05297678053061	0.8738787319969065
IBS-D	DENOVOPURINE2-PWY	2	0.007358295777155953	0.017853211738891237	0.6802256006816128	0	0.8738787319969065
IBS-D	PPGPPMET-PWY	2	-0.22912515602846303	0.5885942421959283	0.6970725614428905	86.507009236317	0.8738787319969065
IBS-D	PWY-1861	2	-0.18090601145012383	0.4709175075236742	0.7008624729773847	1.721504183295101	0.8738787319969065
IBS-D	PWY-5188	2	0.022674071248505637	0.05901189123413557	0.7008088353964574	48.56084666542528	0.8738787319969065
IBS-D	PWY-5509	2	0.11296227214011566	0.28926099597950533	0.6961518953690728	78.80534109661453	0.8738787319969065
IBS-D	PWY-5695	2	0.031963699020746215	0.0745969261291135	0.6682977092478639	54.98731092298964	0.8738787319969065
IBS-D	PWY-5705	2	-0.39601444702241484	0.9814240126483119	0.6865730469643458	83.06647335838109	0.8738787319969065
IBS-D	PWY-5920	2	-0.18247386421809073	0.4535218537905621	0.687427522530741	68.0626974813969	0.8738787319969065
IBS-D	PWY-5971	2	-0.13296650170207014	0.3110378685342794	0.6690203056036857	90.7607773010566	0.8738787319969065
IBS-D	PWY-6269	2	0.11393156255537479	0.2926919508733032	0.6970881347061354	79.20403265397024	0.8738787319969065
