disease	feature	k	estimate	se	p	I2	padj
GERD	g__Scardovia	3	-0.4425371886468624	0.35070918290954584	0.2070080965331232	46.13506805982003	0.9552097790286205
IBS-D	g__Selenomonas	2	-0.2258471729235471	0.6065453641433682	0.7096322678434099	10.296530287865215	0.9571784077887855
GERD	g__.Eubacterium._yurii_group	3	-0.3409639031507604	0.29462232798531746	0.24715330277094633	35.79789266783065	0.9572779069266284
GERD	g__Abiotrophia	4	-0.27844676260639434	0.23216968203728486	0.23040183435999276	0	0.9572779069266284
GERD	g__Atopobium	4	0.415917555163979	0.3618584612396707	0.2503939961213731	65.95240768846202	0.9572779069266284
GERD	g__Filifactor	4	-0.2997967288398677	0.2559746692273266	0.24151965714879228	0	0.9572779069266284
GERD	g__Shuttleworthia	3	-0.20584664689967827	0.18176112792855537	0.2574192690895135	0	0.9572779069266284
IBS-D	g__Aggregatibacter	2	-0.1554375900579199	0.5102854042082925	0.760663869996335	0	0.9590979230388571
IBS-D	g__Capnocytophaga	2	0.21558796969582011	0.7059663304903991	0.7600767829694774	11.952768981071024	0.9590979230388571
IBS-D	g__uncultured.1	2	-0.09672222111279209	0.28942281517099355	0.7382361620855113	46.039514454683264	0.9590979230388571
GERD	g__Butyrivibrio	4	0.397279008376933	0.35767543938052065	0.26668679085437696	49.81286766589552	0.9616887306566927
IBS-D	g__.Eubacterium._yurii_group	2	0.14433682019955135	0.7996805071369711	0.8567654645062419	66.67747526020806	0.9779465528434614
IBS-D	g__Absconditabacteriales_.SR1.	2	0.038969624109496004	0.3744185232229814	0.9171055566794479	0	0.9779465528434614
IBS-D	g__Actinomyces	2	-0.04022721114893399	0.47848772530229483	0.9329995336753976	71.13882390787005	0.9779465528434614
IBS-D	g__Clostridia_UCG.014	2	0.07869427793645029	0.5272887576292109	0.8813617084324955	32.65375724458254	0.9779465528434614
IBS-D	g__Comamonas	2	-0.010641523994243576	0.18432161650184956	0.9539609438457836	0	0.9779465528434614
IBS-D	g__Dialister	2	-0.257567130011109	1.597876793838247	0.8719411103165249	90.14795082389384	0.9779465528434614
IBS-D	g__Eikenella	2	-0.013091076298389348	0.47356939017889305	0.9779465528434614	47.67498726311165	0.9779465528434614
IBS-D	g__Johnsonella	2	-0.15481160545766043	0.6800238500003957	0.8199135715267348	0	0.9779465528434614
IBS-D	g__Leptotrichia	2	-0.013592243896976136	0.3663688750526471	0.9704053620586587	0	0.9779465528434614
IBS-D	g__Mogibacterium	2	-0.14657398034844454	0.7884576372653348	0.8525234750370669	68.45125615532909	0.9779465528434614
IBS-D	g__Neisseria	2	-0.23076329516959299	0.8889946960010318	0.7951894557565571	80.66339230408006	0.9779465528434614
IBS-D	g__Parvimonas	2	-0.1026245355145341	2.2012125916200738	0.9628146417131571	90.37061849955843	0.9779465528434614
GERD	Unclassified_NA	3	-0.14006963107581621	0.23581149767567194	0.5525189160709252	0	0.9813332193134957
GERD	Unclassified_NA.1	3	-0.04470065065497715	0.26723427130272887	0.8671565066642735	55.029961624305244	0.9813332193134957
GERD	Unclassified_NA.10	2	0.04551306679353309	0.2950243061114185	0.8773977403468195	28.046374118186325	0.9813332193134957
GERD	Unclassified_NA.11	2	-0.0631669895520835	0.20043531395663652	0.7526485229638457	0	0.9813332193134957
GERD	Unclassified_f__Comamonadaceae	2	0.21107565499127284	0.5357673339316587	0.6936040172373579	0	0.9813332193134957
GERD	Unclassified_f__Lachnospiraceae	4	0.22392782752373921	0.38342400628112133	0.5592059098538018	28.060792518214225	0.9813332193134957
GERD	Unclassified_f__Neisseriaceae	3	0.056759557250843445	0.2252639218223311	0.8010649150270565	0	0.9813332193134957
GERD	Unclassified_f__Pasteurellaceae	2	0.06639299142120614	0.43615113232388214	0.8790096839969012	40.061909286626666	0.9813332193134957
GERD	Unclassified_f__Selenomonadaceae	3	-0.043832618232127654	0.25985928509930994	0.8660497010412034	0	0.9813332193134957
GERD	Unclassified_f__Veillonellaceae	3	-0.08253674688800773	0.12015283643539845	0.4921260072252471	0	0.9813332193134957
