study	Ziganshina_2020	Qian_2023	Hao_2022	Kawar_2021	Zheng_2024	Li_2025	Tang_2023
Ziganshina_2020	1	0.16820034944670936	0.30812270885587506	0.15160974244120942	-0.1529823269513991	0.290576652601969	-0.07539147931064649
Qian_2023	0.16820034944670936	0.9999999999999999	-0.13062648961525367	-0.18080372743156667	-0.05959328028293546	0.17348138197388857	-0.05706034801925212
Hao_2022	0.30812270885587506	-0.13062648961525367	0.9999999999999999	0.1442674253200569	-0.027848301677683474	0.3867236706493109	-0.04711792702273929
Kawar_2021	0.15160974244120942	-0.18080372743156667	0.1442674253200569	1	-0.16795366795366798	0.2788527262211473	-0.20268975975736295
Zheng_2024	-0.1529823269513991	-0.05959328028293546	-0.027848301677683474	-0.16795366795366798	1	-0.04823138557748681	-0.12188653451811346
Li_2025	0.290576652601969	0.17348138197388857	0.3867236706493109	0.2788527262211473	-0.04823138557748681	0.9999999999999998	-0.12810052630253582
Tang_2023	-0.07539147931064649	-0.05706034801925212	-0.04711792702273929	-0.20268975975736295	-0.12188653451811346	-0.12810052630253582	1
