feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
K00844	group	LPRD	-1.97609385267578	0.237281323265192	151	151	4.9222309202386504e-14	1.7252419375436501e-10
K16323	group	LPRD	-3.09709384091888	0.36777389695727303	151	148	2.87543538466422e-14	1.7252419375436501e-10
K03780	group	LPRD	-1.4590519067479	0.177821691183507	151	151	9.97613353729726e-14	2.33108986988179e-10
K03779	group	LPRD	-1.4458155224748	0.177402900230105	151	151	1.36874166299422e-13	2.39871976439737e-10
K13651	group	LPRD	-3.5737917825993	0.441117393927432	151	142	1.80279183730544e-13	2.52751415590223e-10
K01841	group	LPRD	-1.7781282286857	0.221056250458769	151	151	2.50752061675017e-13	2.92961992056978e-10
K03620	group	LPRD	-1.38537910721516	0.17400186567372	151	151	3.99345331964145e-13	3.99915825295522e-10
K09469	group	LPRD	-3.31930043630978	0.419890474899979	151	141	5.50549747654107e-13	4.82419216381911e-10
K13655	group	LPRD	-3.42155178284968	0.438211941906675	151	142	9.52523310792239e-13	7.41909823183733e-10
K13818	group	LPRD	-2.45639368990598	0.316747984491688	151	151	1.28264041385055e-12	8.99130930109238e-10
K18814	group	LPRD	-1.91180273316745	0.256268452293219	151	151	6.62781688314637e-12	4.22372694098692e-9
K07257	group	LPRD	-1.60295375136851	0.217495227903644	151	150	1.0888627669321698e-11	5.92815916555847e-9
K09477	group	LPRD	-2.46932995185654	0.335128127965025	151	151	1.0993733117298198e-11	5.92815916555847e-9
K15792	group	LPRD	-2.03953868054772	0.278821599504921	151	151	1.47415616520032e-11	7.3813105128958704e-9
K13923	group	LPRD	-2.53039896742743	0.346865043321967	151	151	1.6429258821712002e-11	7.677940289346741e-9
K02173	group	LPRD	-1.20616357306997	0.16668317900192	151	151	2.2649907832754e-11	9.92349086922536e-9
K11106	group	LPRD	-2.4331928712967	0.337133859561519	151	151	2.51169636285621e-11	1.035705382566e-8
K19405	group	LPRD	-1.2525212005673	0.174082096885507	151	151	2.8355656396027196e-11	1.10429528520084e-8
K11734	group	LPRD	-2.21488986288105	0.310026012716994	151	151	3.7360730330840795e-11	1.37841431378523e-8
K03855	group	LPRD	-2.27904202261046	0.320568260560679	151	151	4.5113718385298e-11	1.5812358294047e-8
